title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
长城 The Great Wall,2016.0,张艺谋,卡洛·伯纳德/道格·米洛/托尼·吉尔罗伊/马克斯·布鲁克斯/爱德华·兹威克/马歇尔·赫斯科维兹,马特·达蒙/景甜/佩德罗·帕斯卡/刘德华/威廉·达福/张涵予/鹿晗/彭于晏/林更新/郑恺/黄轩/陈学冬/王俊凯/余心恬/刘恩佳/李亨/李京沐/纽曼·阿卡/约翰尼·希科/皮鲁·埃斯贝克,动作/奇幻/冒险,电影《长城》讲述了在古代，一支中国精英部队为保卫人类，在举世闻名的长城上与怪兽饕餮进行生死决战的故事。欧洲雇佣军威廉（马特·达蒙 Matt Damon 饰）与同伴佩罗·托瓦尔（佩德罗·帕斯卡 Pedro Pascal 饰）不远万里来到中国盗取火药配方，意外发现了长城是为抵御60年降临人间一次的饕餮所建。长城内部机关重重，宛如“陆上航母”，由无影禁军世代镇守。在这里，威廉见识了饕餮的凶残，也见证了无影禁军的精锐和勇敢，并被这群战士之间的信任和牺牲所感动，义无反顾地加入到了共同守护人类的战斗当中。,104分钟,2016-12-16(中国大陆)/2017-02-17(美国)," 中国大陆 / 美国"," 英语 / 汉语普通话",335796.0,4.9,4.9%,11.2%,32.9%,26.1%,25.0%,128061,5560.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2400082527.jpg
追凶者也,2016.0,曹保平,张天辉/阳建军/曹保平,刘烨/张译/段博文/王子文/谭卓/王砚辉/颜北/孙磊/施宁/王云辉/张岳/岱江/董明/邰勇峰/李诗译/杨晶/甫枭虎/马东延/程佳光/吴暇/傅小源/付立加/岳冰/林子琛/贺之怡/王欣花/李昌元/杨佐玖/李胜荣/闫晓林,剧情/喜剧/犯罪,一桩残忍凶案悄然发生在偏远的西部村寨，憨包汽修工宋老二（刘烨 饰）被警方推为首要疑凶。这让本来萍水相逢的三人：憨包汽修工宋老二、落魄古惑仔王友全（段博文 饰）、夜总会领班董小凤（张译 饰）命运彼此牵连在一起，在荒蛮西部上演了一场充满嬉笑怒骂的黑色逃杀。,110分钟,2016-09-14(中国大陆)," 中国大陆"," 西南方言",217203.0,7.8,18.6%,54.9%,24.5%,1.7%,0.3%,53601,779.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2375882763.jpg
海边的曼彻斯特 Manchester by the Sea,2016.0,肯尼思·洛纳根,肯尼思·洛纳根,卡西·阿弗莱克/卢卡斯·赫奇斯/米歇尔·威廉姆斯/C·J·威尔逊/凯尔·钱德勒/卡拉·海沃德/格瑞辰·摩尔/泰特·多诺万/埃里卡·麦克德莫特/希瑟·伯恩斯/蜜西·雅格/斯蒂芬·亨德森/本·汉森/玛丽·梅伦/安东尼·埃斯特拉/苏珊·波尔法/罗伯特·塞拉/卡罗琳·皮克曼/约什·汉密尔顿/肖恩·菲茨吉本/肯尼思·洛纳根/安娜·巴瑞辛尼科夫/利亚姆·麦克尼尔/马修·布罗德里克/Kt·巴达萨罗/威廉·博恩凯塞尔/弗兰克·达戈斯蒂诺/托马斯·马里亚诺,剧情/家庭,李（卡西·阿弗莱克 Casey Affleck 饰）是一名颓废压抑的修理工，在得知哥哥乔伊（凯尔·钱德勒 Kyle Chandler 饰）去世的消息后，李回到了故乡——海边的曼彻斯特处理乔伊的后事。根据乔伊的遗嘱，李将会成为乔伊的儿子帕特里克（卢卡斯·赫奇斯 Lucas Hedg es 饰）的监护人，李打算将帕特里克带回波士顿，但很显然帕特里克并不愿意离开家乡和朋友们，但李亦不愿在这片伤心地久留。,137分钟,2017-08-25(中国大陆)/2016-01-23(圣丹斯电影节)/2016-11-18(美国)," 美国"," 英语",363593.0,8.6,43.9%,43.6%,11.4%,0.9%,0.2%,107844,3104.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg
生化危机：终章 Resident Evil: The Final Chapter,2016.0,保罗·安德森,保罗·安德森,米拉·乔沃维奇/伊恩·格雷/艾丽·拉特/鲁比·罗丝/李准基/肖恩·罗伯茨/威廉·莱维/欧文·马肯/罗拉/艾尔·安德森/密尔顿·施尔/西沃恩·霍奇森/凯文·奥托/保罗·汉普赛尔,动作/科幻/恐怖,爱丽丝（米拉·乔沃维奇 Milla Jovovich 饰）在华盛顿特区被威斯克背叛后身陷险境，人类几乎要失去最后的希望。作为唯一的幸存者，也是人类对抗僵尸大军的最后防线，爱丽丝必须回到噩梦开始的地方——浣熊市，才能完成拯救世界救赎人类的正义使命。回归故事发生的起点浣熊市，爱丽丝将和昔日的朋友一起对抗僵尸和最新变种怪物，与 保护伞公司展开了一场惊心动魄的终极决战。,106分钟(美国),2017-02-24(中国大陆)/2016-12-23(日本)/2017-01-27(美国)," 美国"," 英语",208191.0,6.5,8.6%,27.5%,48.3%,12.8%,2.7%,55414,1066.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2429713841.jpg
澳门风云3 賭城風雲III,2016.0,王晶/刘伟强,王晶,周润发/刘德华/张家辉/张学友/余文乐/李宇春/刘嘉玲/王诗龄/向佐/胡然/元秋/朴载相/童飞/罗家英/卢海鹏,喜剧/动作,石一坚（周润发 饰）在女儿（童菲 饰）的婚礼上，因误用兄弟小马（张家辉 饰）的“催眠治疗”加上机器人炸弹袭击而变得精神错乱。神秘人物易天行（张学友 饰）一心想要置石一坚于死地，幸亏龙五（向华强 饰）带领儿子龙十五（向佐 饰）及时营救。“赌侠”刀仔（刘德华 饰）与赌神表妹高菲（李宇春 饰）也一起来帮助石一坚恢复记忆，众人终于知道易天行就是幕后黑手，为了调查清楚真相，石一坚与“赌神”（周润发 饰）联手，最后大战一触即发。,112分钟,2016-02-06(中国香港)/2016-02-08(中国大陆)," 中国香港 / 中国大陆"," 汉语普通话 / 粤语",116064.0,4.3,4.1%,6.1%,23.4%,31.5%,34.9%,32449,410.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2309171908.jpg
招魂2 The Conjuring 2,2016.0,温子仁,凯利·海斯/查德·海斯/温子仁/大卫·莱斯利·约翰逊-麦戈德里克,帕特里克·威尔森/维拉·法米加/麦迪逊·沃尔夫/弗兰西丝·奥康纳/劳伦·埃斯波西托/本杰明·海格/帕特里克·麦考利/西蒙·迈克伯尼/玛丽亚·多耶·肯尼迪/西蒙·德兰尼/弗朗卡·波滕特/鲍勃·阿德里安/罗宾·阿特金·唐斯/邦妮·阿伦斯/哈维尔·博泰特/斯蒂芬·考特尔/艾比·森哈/斯特林·杰里斯/约瑟夫·比沙拉/艾米丽·塔斯克/凯特·库克/山农·库克,剧情/悬疑/恐怖,故事发生在繁华的都市伦敦，佩吉（弗兰西丝·奥康纳 Frances O'Connor 饰）是一名家境十分贫寒的单亲妈妈，住在破旧的老房子里，独自抚养着三个孩子珍妮特（麦迪逊·沃芙 Madison Wolfe 饰）、玛格丽特（劳伦·埃斯波西托 Lauren Esposito 饰）和强尼（Patrick McAuley 饰）。最近，房子里出现的一些灵异现象让一家人陷入了恐惧和绝望之中，更糟糕的是，年纪最小的珍妮特似乎成为了恶灵附身的对象。,134分钟,2016-06-10(美国)," 美国 / 加拿大"," 英语",126794.0,7.8,23.0%,48.5%,25.6%,2.4%,0.5%,27991,199.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2360924286.jpg
北京遇上西雅图之不二情书,2016.0,薛晓路,薛晓路/焦华静,汤唯/吴秀波/惠英红/秦沛/吴彦姝/颜卓灵/王志文/陆毅/祖峰/王茜/刘志宏/张一白/艾丽娅/李灿森/陈创/韩张,喜剧/爱情,焦娇（汤唯 饰）15岁就来到了澳门，过着颠沛流离的生活，之后成为了赌场公关。罗大牛（吴秀波 饰）早年来到美国，一番摸爬滚打，如今已经是小有名气的加州房地产经纪人，事业一帆风顺的他在情场上自然步步为赢，是公认的钻石王老五。,131分钟,2016-04-29(中国大陆)," 中国大陆 / 中国香港"," 汉语普通话 / 英语 / 粤语",222300.0,6.4,9.5%,24.9%,45.6%,16.1%,3.9%,61777,2258.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2336879398.jpg
遇见你之前 Me Before You,2016.0,西娅·夏罗克,斯科特·纽斯塔德/迈克尔·H·韦伯/乔乔·莫伊斯,艾米莉亚·克拉克/山姆·克拉弗林/珍妮·麦克蒂尔/查尔斯·丹斯/布兰登·柯伊尔/珍娜·科尔曼/马修·刘易斯/本·劳埃德-休斯/凡妮莎·柯比/斯蒂芬·皮科克/马修·约翰·摩尔利/汉娜·弗林,剧情/爱情,来自于小镇的年轻女孩小露（艾米莉亚·克拉克 Emilia Clarke 饰）应聘成为了一名看护，她所要照顾的对象，是一位名叫威尔（山姆·克拉弗林 Sam Claflin 饰）的男子。曾经的威尔家境优渥，热爱自由，喜欢到世界各地冒险，然而，一场可怕的车祸粉碎了他的脊椎，使他四肢瘫痪，这也就意味着，威尔漫长的下半生只能在轮椅上度过了。,110分钟,2016-06-03(美国)," 英国"," 英语",220205.0,7.9,27.7%,44.1%,24.8%,3.0%,0.5%,65600,1801.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2317441943.jpg
谁的青春不迷茫,2016.0,姚婷婷,田博/仲宁/刘同/姚婷婷,白敬亭/郭姝彤/李宏毅/王鹤润/丁冠森/赵文龙/苏有朋/柳岩/林更新/刘敏涛/成泰燊/胡先煦/苏鑫/王德顺/常海波/陶慧/田雨/刘畅/秦昊/张小厚/李响/陈默/刘云天/李程远/黄思思/王佳慧,爱情,林天娇（郭姝彤 饰）是同学和老师们眼中公认的三好学生，不仅学习成绩优异，道德品质的高洁更是有目共睹。然而，在一场非常重要的考试之中，林天娇因为患上了感冒而发挥不佳，心急如焚的她想到了作弊，然而却因为作弊技术太差而东窗事发。,108分钟,2016-04-22(中国大陆)," 中国大陆"," 汉语普通话",83542.0,6.6,11.3%,27.7%,45.7%,11.9%,3.4%,24327,1048.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2332755749.jpg
爱宠大机密 The Secret Life of Pets,2016.0,克里斯·雷纳德/亚罗·切尼,辛科·保罗/肯·道里欧/布莱恩·林奇,路易·C·K/艾瑞克·斯通斯崔特/凯文·哈特/艾丽·坎伯尔/史蒂夫·库根/艾伯特·布鲁克斯/达纳·卡维/鲍比·莫尼汉/汉尼拔·布勒斯/蕾克·贝尔/珍妮·斯蕾特/克里斯·雷纳德/迈克尔·贝亚蒂/布莱恩·T·杰恩斯/拉瑞恩·纽曼,喜剧/动画,位于纽约的一栋红色公寓中，狗狗麦克（路易·C·K Louis C.K. 配音）陪伴它的主人凯蒂（艾丽·坎伯尔 Ellie Kemper 配音）过着平凡而幸福的生活。它不明白主人为什么每天早出晚归，总希望凯蒂能时时刻刻陪伴着它。这天傍晚，主人带回了一条身形庞大的狗狗杜老大（艾瑞克·斯通斯崔特 Eric Stonestreet 配音），顿时让麦克感觉如天塌了一般。它想办法撵走杜老大，而对方也用以牙还牙，你争我斗的过程中，两个小家伙遭到抓狗队的围捕。在此期间，它们邂逅了兔子小白（凯文·哈特 Kevin Hart 配音）率领的堕落宠帮，经历了史无前例的大冒险。另一方面，麦克的暗恋者啾啾则号召伙伴们，要将善良可亲的朋友救回来。,87分钟,2016-08-02(中国大陆)/2016-07-08(美国)," 美国"," 英语",221133.0,7.7,20.5%,46.7%,29.8%,2.6%,0.3%,52653,408.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363369616.jpg
欢乐好声音 Sing,2016.0,加斯·詹宁斯/克里斯托夫·卢尔德莱,加斯·詹宁斯,马修·麦康纳/瑞茜·威瑟斯彭/塞思·麦克法兰/斯嘉丽·约翰逊/约翰·C·赖利/塔伦·埃哲顿/托瑞·凯利/珍妮弗·桑德斯/詹妮弗·哈德森/加斯·詹宁斯/彼得·塞拉菲诺威茨/尼克·克罗尔/贝克·班尼特/杰·费罗尔/尼克·奥弗曼/莱斯莉·琼斯/雷亚·普尔曼/亚当·布克斯顿/比尔·法玛尔,喜剧/动画/歌舞,曾拥有过辉煌风光年代的一家歌剧院正逐步走向没落，更面临被银行抵押没收的命运。现任老板考拉巴斯特（马修·麦康纳希 Matthew McConaughey 配音）不愿见父亲毕生的心血就此终结，于是决定策划一场歌唱选秀比赛，却没留神把奖金印成了他根本无力承担的10万美元。受到奖金和歌唱梦想的鼓舞，猪妈妈罗茜塔（瑞茜·威瑟斯彭 Reese Witherspoon 饰）、少女豪猪艾什（斯嘉丽·约翰森 Scarlett Johansson 饰）、老鼠歌手麦克（塞斯·麦克法兰 Seth MacFarlane 饰）、害羞的小象米纳（托瑞·凯利Tori Kelly 饰）、大猩猩强尼（塔伦·埃格顿 Taron Egerton 饰）等音乐爱好者都纷纷前来应征。,108分钟,2017-02-17(中国大陆)/2016-09-11(多伦多电影节)/2016-12-21(美国)," 美国"," 英语 / 日语",218104.0,8.1,30.2%,48.4%,19.7%,1.5%,0.2%,57015,766.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2411622136.jpg
致青春·原来你还在这里,2016.0,周拓如,周拓如/辛夷坞,吴亦凡/刘亦菲/金世佳/李沁/李梦/郝劭文/陈燃/乔任梁,剧情/爱情,外表温柔安静的苏韵锦（刘亦菲 饰）在高中同学程铮（吴亦凡 饰）的深情追求下慢慢爱上了对方，可无奈相爱容易相处难，自小生活环境的差异以及性格的迥异开始成为两人之间的问题，矛盾的不断发现最终还是让感情出现了裂痕最后走到了分手境地。,98分钟,2016-07-08(中国大陆)," 中国大陆"," 汉语普通话",131014.0,4.2,5.5%,6.5%,20.5%,29.8%,37.7%,46910,1483.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2364795527.jpg
神探夏洛克：可恶的新娘 Sherlock: The Abominable Bride,2016.0,道格拉斯·麦金农,马克·加蒂斯/史蒂文·莫法特/阿瑟·柯南·道尔,本尼迪克特·康伯巴奇/马丁·弗瑞曼/鲁珀特·格雷夫斯/马克·加蒂斯/安德鲁·斯科特/尤娜·斯塔布斯/露易丝·布瑞丽/阿曼达·阿宾顿/乔纳森·阿里斯/亚斯明·阿克拉姆/大卫·内尔斯特/凯瑟琳·麦克马克/蒂姆·麦克纳尼/娜塔莎·奥基弗/蒂姆·巴洛/杰拉尔德·基德/丹尼尔·弗恩/斯蒂芬妮·海姆/亚当·格里夫斯-尼尔/理查德·萨顿/安东尼奥·巴斯托夫,剧情/悬疑/犯罪,《神探夏洛克》（Sherlock）2016年推出特别篇，福尔摩斯回归原著维多利亚时代，调查一宗神秘的幽灵新娘谋杀案。Thomas Ricoletti惊讶地发现，几小时前自杀身亡的妻子Emelia Ricoletti身着旧婚纱再次出现了，她的幽灵带着强烈的复仇欲望在街上徘徊。从迷雾笼罩的莱姆豪斯到被废弃的教堂深处，福尔摩斯、华生以及他们的朋友不得不想尽办法对付这个“从坟墓里爬出来”的敌人，但最终的真相却出乎所有人的意料……,90分钟,2016-01-04(中国大陆)/2016-01-01(英国/美国)," 英国"," 英语",206838.0,7.1,16.2%,33.9%,39.8%,8.1%,2.0%,55335,756.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2299823043.jpg
蝙蝠侠大战超人：正义黎明 Batman v Superman: Dawn of Justice,2016.0,扎克·施奈德,克里斯·特里奥/大卫·S·高耶/鲍勃·凯恩/比尔·芬格/杰里·西格尔/乔·舒斯特,本·阿弗莱克/亨利·卡维尔/艾米·亚当斯/盖尔·加朵/杰西·艾森伯格/戴安·琳恩/劳伦斯·菲什伯恩/杰瑞米·艾恩斯/霍利·亨特/斯科特·麦克纳里/卡兰·马尔韦/冈本多绪/布兰登·斯平克/劳伦·科汉/迈克尔·珊农,动作/科幻/奇幻/冒险,故事发生在大都会之战18个月后，在那场战斗中许多建筑和市民惨遭波及。因为超人（亨利·卡维尔 饰）帮助人类解决了很多问题而被当做神来膜拜，但超人也因与佐德之战对城市造成的破坏而遭到逮捕和审讯，一度成为都市传说的蝙蝠侠韦恩（本·阿弗莱克 饰）重新出现在人们面前，他似乎正是为了惩罚超人而来。年轻的富豪莱克斯·卢瑟（杰西·艾森伯格 饰）又在二者的矛盾中挑拨离间，神秘的戴安娜·普林斯（盖尔·加朵 饰）也因自己的目的介入其中……,151分钟,2016-03-25(中国大陆/美国)," 美国"," 英语 / 西班牙语 / 俄语",227138.0,6.8,14.3%,29.2%,42.0%,11.6%,3.0%,63091,1609.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2316834186.jpg
魔兽 Warcraft,2016.0,邓肯·琼斯,邓肯·琼斯/查尔斯·里维特,崔维斯·费米尔/托比·凯贝尔/宝拉·巴顿/吴彦祖/本·福斯特/多米尼克·库珀/鲁丝·内伽/克兰西·布朗/丹尼尔·库德摩尔/罗伯特·卡辛斯基/本·施耐泽/格伦·克洛斯/考乐姆·吉斯·雷尼/泰瑞·诺塔里/瑞安·罗宾斯/博尔克利·杜菲尔德/丹·佩恩/迪伦·肖明/唐尼·麦克尼尔/迈克·安东纳科斯/拉吉·拉尔,动作/奇幻/冒险,这是一个人类和兽人共存，和谐相处，互不侵犯的世界。人类生活在艾泽拉斯大陆中，兽人则在德拉诺劳作繁衍。某日，邪恶的兽人古尔丹（吴彦祖 饰）出现了，它打开了黑暗之门，肆意屠戮手无寸铁的人类，将艾泽拉斯大陆变为了一片地狱的火海。与此同时，曾经与世无争的兽人们如今变得凶猛残暴，他们来到人类的领地，在这里烧杀抢掠，无恶不作。,124分钟,2016-06-08(中国大陆)/2016-05-24(巴黎首映)/2016-06-10(美国)," 美国 / 中国大陆 / 加拿大 / 日本"," 英语",267178.0,7.7,26.0%,39.3%,28.6%,4.6%,1.6%,71288,1632.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2345947329.jpg
流浪猫鲍勃 A Street Cat Named Bob,2016.0,罗杰·斯波蒂斯伍德,詹姆斯·鲍恩/加里·詹金斯/提姆·约翰/玛丽亚·内申,卢克·崔德威/猫鲍勃/露塔·格德米纳斯/琼安·弗洛加特/安东尼·海德/戴伦·伊万斯/里维拉·吉迪恩/洛琳·艾什本/阿卡巴尔·库尔塔/约翰·亨肖/贝丝·戈达德/伊万娜·贝斯克/妮娜·瓦迪娅/罗茜·伊德/鲁斯·西恩/卡罗琳·古多尔/雅各布·詹姆斯·贝西克/罗伯·贾维斯/丹尼尔·弗恩/詹姆斯·鲍恩/李·尼古拉斯·哈里斯/丹尼尔·斯蒂森,剧情/喜剧/传记,电影改编自真实事件。家庭的破裂令詹姆斯（卢克·崔德威 Luke Treadaway 饰）遭受了巨大的打击开始自暴自弃，他染上了毒瘾，身无分文，成为了一名流连在街头的卖艺者。瓦尔（琼安·弗洛加特 Joanne Froggatt 饰）是负责詹姆斯的戒毒所医生，在她的帮助下，詹姆斯终于有了一个能够遮风挡雨的家，瓦尔坚信詹姆斯能够凭借自己的意志，彻底摆脱毒品的诱惑。,103分钟,2018-11-02(中国大陆)/2016-11-04(英国)," 英国"," 英语",146045.0,8.0,27.6%,47.9%,22.5%,1.8%,0.3%,43333,525.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2535524955.jpg
