index,title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
1321,收税人 The Tax Collector,2020,大卫·阿耶,大卫·阿耶,希亚·拉博夫/拉娜·帕瑞娅/辛西娅·卡蒙娜/艾尔皮迪娅·卡里洛/乔治·洛佩兹/切尔茜·兰顿/诺埃米·冈萨雷斯/布兰登·舒博/雷内‧莫兰/胡安·卡洛斯·坎图/鲍比·索托/兰迪·冈萨雷斯/Michelle Jubilee Gonzalez/Jay Reeves/Gabriela Flores/Nayeli Esparza/Lee Coc/Valentina Latyna Plascencia/奎因·厄利,剧情/惊悚/犯罪,Shia LaBeouf将与David Ayer再度合作《收税人》。,,2020-08-07(美国), 美国, 英语,94.0,4.9,6.3%,7.5%,32.5%,32.5%,21.3%,46.0,0.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2611876658.jpg
1322,意大利制造 Made in Italy,2020,詹姆斯·达西,詹姆斯·达西,连姆·尼森/米切尔·理查德森/琳赛·邓肯/瓦莱丽亚·比莱洛/Marco Quaglia/Gian Marco Tavani/Helena Antonio,喜剧,一位画家（连姆·尼森 Liam Neeson 饰），带着他关系疏远的儿子（米切尔·理查德森 Micheál Richardson 饰），两人从伦敦返回义大利，想出售已故妻子多年前一起生活过的房子。不过这栋房子年久失修，客厅墙壁还有一大片难以理解的彩绘，导致完全没人想买下这栋房子。两人只好试图与当地居民，一同运用手边仅有的工具，开始修缮这栋老旧房屋。同时，这对父子也没想到，当他们放下繁忙生活，来到义大利托斯卡纳乡间，似乎也开始找到属于他们的未来……,,2020-08-07(美国), 英国 / 意大利, 英语,,,,,,,,10.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2612140333.jpg
1323,津门悬案之消失的女人,2020,李大涛,李延亮,王放/赵津生/崔可法,犯罪,该片讲述了在民国时期发生在天津的一起案件，因官员的贪污腐败，掩盖真相导致案件黑白颠倒，凶手逍遥法外，亡者冤情始终没有昭雪。新中国成立后，人民法院重审此案才得以真相大白，凶手认罪伏法，正义终将战胜邪恶。,,2020-04-16(中国大陆), 中国大陆, 汉语普通话,,,,,,,,40.0,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2596308525.jpg
1324,后发制人,2020,张杰/孙传林,骆义,杜哲宇/佴文/李岩/何李宁/杨丑蟾/李晓磊,剧情/动作/悬疑/犯罪,这是一个复仇的故事,93分钟,2020-03-19(中国大陆), 中国大陆, 汉语普通话,,,,,,,,39.0,1.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2593276309.jpg
1325,所有死者 Todos os Mortos,2020,马可·杜特拉/塞塔诺·葛塔多,马可·杜特拉/塞塔诺·葛塔多,Mawusi Tulani/Clarissa Kiste/Carolina Bianchi/Thaia Perez/Agyei Augusto/里诺尔·森微娜/Alaíde Costa/Rogério Brito/托马斯·阿基诺/安德列·马克/Luciano Chirolli/特卡·佩雷拉/Gilda Nomacce/Vinicius Meloni/Eduardo Silva/图娜·德韦克/约翰·特伦戈夫,剧情,,120分钟,2020-02-23(柏林电影节), 巴西 / 法国, 葡萄牙语,,,,,,,,31.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2587701243.jpg
1326,圆形图 Kaamyaab,2018.0,Hardik Mehta,Hardik Mehta,迪帕克·迪布里亚尔/Nasirr Khan/桑杰·米什拉/Mukesh Prajapati/Devika Vatsa,剧情,印度演员苏地尔曾有过一段充实的职业生涯，尽管他出演的大多都是配角或反派。退休后，苏地尔回顾自己的电影历程，发现自己已经参演了四百九十九部电影，还差一部就能凑整。六十三岁的他不顾女儿的阻拦，决意放弃退休生活，重振旗鼓，回归演艺圈，出演一个令人难忘的角色。这一挑战谈何容易，但苏地尔认为值得一试。他想让这部最后的影片成为其第五百部参演的作品，为他的演艺生涯画上一个完美的句号。他坚信，自己将因这一角色被观众永远记住。,111分钟,2020-03-06(印度), 印度, 印地语,,,,,,,,14.0,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2539064466.jpg
1327,封神传奇2,2020,,,,,对于影片（《封神传奇》）是否会拍续集，向华强肯定地说：“会有的。”,,, 中国大陆, 汉语普通话,,,,,,,,44.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
1328,列夫·朗道：弦理论 DAU. String Theory,2021.0,伊利亚·赫尔扎诺夫斯基,伊利亚·赫尔扎诺夫斯基,,剧情,一位研究多个维度并同时存在的宇宙的理论物理学家，努力将自己在现实宇宙中限制为一夫一妻制。,172分钟,2020-05-12(俄罗斯), 俄罗斯, 俄语,,,,,,,,6.0,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2588200034.jpg
1329,误色 False Colors,2020,William Norton,William Norton,Matthew Gilliam/Lavinia Postolache/Peter Gantenbein/Tanya Thomas/William Frederick Knight/司马优,惊悚,现在是2003年，国际武器核查员泰德·凯勒（马修·吉利亚姆）在美国入侵伊始就在伊拉克工作。在调查一个未被发现的武器藏匿处时，他发现了一个可疑来源的生物制剂，他很快意识到这种生物制剂已经危及他的生命。撞倒在地，他危险的轨迹与美丽的国会援助伊莲娜·波佩斯库（拉维尼娅·波波拉切）相撞，后者发现自己被自己的危险包围着。他们联合起来，被迫质疑一切，同时努力比那些希望他们沉默的人领先一步。,,2020-04-02(美国), 美国, 英语,,,,,,,,14.0,2.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2594005133.jpg
1330,特种兵王3战天娇,2020,李成龙,郭晓峰/陈虎/郑沛琳/吴潇娜/李学政/吴玥嫱/史洪波,郭晓峰/陈虎/郑沛琳/吴潇娜/李学政/吴玥嫱/史洪波,剧情/动作/犯罪,影片故事独树一帜，将“女特种兵”与摧毁特大“贩毒”团伙的任务联系起来，再加上惊心动魄的动作戏，让它在众多军事类型电影中脱颖而出，影片剧情跌宕起伏、扣人心弦，主要以贩毒为背景讲述了女兵融入毒贩群体，与狼共舞，逐渐挖掘出一支庞大的制毒、贩毒团伙……她们作为军人不辱使命，光荣地、出色地完成了祖国和人民赐予她们的使命。故事顺应时代主旋律，既表现出执行任务时的扣人心弦又表现出了时代尖兵无畏艰难险阻的坚韧精神。,68分钟,2020-02-11(中国大陆), 中国大陆, 汉语普通话,,,,,,,,19.0,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2585078525.jpg
1331,十二生肖2,2020,成龙,成龙,成龙,动作/冒险,《十二生肖2》中将由孙楠来出演之前李宗盛饰演的奸商一角。孙楠称十分期待能与大哥在电影上有合作。,,, 中国大陆, 汉语普通话,,,,,,,,13.0,0.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2503208079.jpg
1332,沙漏,2020,钟汉良,饶雪漫,,剧情,患有交替性暴食厌食症的莫醒醒和阳光女孩米砂一见面就十分投缘，友情迅猛发展。为了鼓励醒醒，米砂还将自己的沙漏送给醒醒。然而母亲生前的秘密以及在两个女孩之间徘徊的学长路理都让她们的友情经受着考验。,,, 中国大陆, 汉语普通话,,,,,,,,194.0,1.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2287602423.jpg
1333,清枫传奇,2020,李慧珠,于正/古训超,,爱情/古装,《清枫传奇》是由著名导演李慧珠执导的一部古装励志言情电影，由朱一龙、杨净如、戴娇倩、贾青主演，Angelababy、赵丽颖、陈晓、蒋依依、张丹峰等客串。影片改编自古训超原著小说《清枫传奇（后宫心晴）》，主要讲述一个现代女孩安然，在一次偶然事件中穿越到了古代，并且附到一个叫做陈清枫的姑娘身上，后来又迫不得已成为了慕容宰相的女儿慕容婉替身。来到古代的安然，凭借自己的聪明才智，不但保住了性命，甚至活得风生水起，跟一个多情英俊的皇子轩辕澜产生了感情纠葛，她明知轩辕澜的历史结局不是很好，但依然义无反顾的 爱上了他。在古代，安然已经不是现代的安然，她背负着难以割舍的爱情，如果给她一个穿越回来的机会，她是会选择回来，还是选择继续做一个古代人，留在爱人身边。,90分钟,2020(中国大陆), 中国大陆, 汉语普通话,,,,,,,,48.0,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2549171364.jpg
1334,WWE：皇家大战 2020 WWE Royal Rumble 2020,2020,Kevin Dunn,Joe Anoa'i/Bryan Danielson/塞斯·罗林斯/布洛克·莱斯纳/Randy Orton,Joe Anoa'i/Bryan Danielson/塞斯·罗林斯/布洛克·莱斯纳/Randy Orton,动作/真人秀,On January 26， 2020， at the Minute Maid Park in Houston， Texas WWE presents its 33rd Annual Royal Rumble where the Road To Wrestlemania 36 begins.,252分钟,2020-01-26(美国), 美国, 英语,,,,,,,,19.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2581452283.jpg
1335,2020年江西卫视春节联欢晚会,2020,,,邓超/杨钰莹/霍尊/大张伟/毛阿敏/汪卓成/邱意浓/张慧雯/艾热/邓男子/刘迦/张引/刘仪伟/佟铁鑫/张晓涵/李宗南/戚琦/巩汉林/宋晓峰/大兵/张玉浩/卢鑫/杨晓茹/赵咪咪/黄璇/爱新觉罗·媚/曹贺军/姜鸽/于海洋/王镇/廖杰/刘蔚/庆元/谢婷婷/晨馨/巩天阔/赵千惠,歌舞/真人秀,,,2020-01-23(中国大陆), 中国大陆, 汉语普通话,,,,,,,,6.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2581593640.jpg
1336,极限特工4 xXx 4,2020,D·J·卡卢索,德里克·哈斯,范·迪塞尔/王源/迪皮卡·帕度柯妮/鲁比·罗丝/妮娜·杜波夫/周杰伦/张蓝心/林佳树,动作/冒险,影片讲述了以桑德·凯奇（范·迪塞尔 饰）为首的极限特工们，在面对恐怖分子想要夺取科学家为阿兹海默症等神经性疾病研发的新药剂而为己用制造世界灾难时，历经艰险，安全护送药剂并解救科学家的故事。在为维护世界和平并为世界医学进步发展做出贡献的过程中，桑德·凯奇也逐步直面了死亡战胜了恐惧并重新认识了自我。影片表达了正义、爱、牺牲、希望等正能量。,,, 美国 / 中国大陆, 英语,,,,,,,,224.0,3.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2540533747.jpg
1337,创：上升 Tron: Ascension,2020,约瑟夫·科辛斯基,David DiGilio/Jesse Wigutow,加内特·赫德兰/奥利维亚·王尔德/布鲁斯·巴克林纳,动作/科幻/惊悚/冒险,《创战纪》影片续集《创：上升》本预定将于今年10月在温哥华开拍，导演约瑟夫·科金斯基以及主演加内特·赫德兰、奥利维亚·王尔德等原班人马回归，但今日传出消息，迪士尼将取消《创：上升》项目的推进计划。,,, 美国, 英语,,,,,,,,138.0,0.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2007015457.jpg
1338,岁月如织,2020,韩涛,,,,,,, 中国大陆,,,,,,,,,9.0,2.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2608002554.jpg
1339,晴雅集,2020,郭敬明,郭敬明,赵又廷/邓伦/王子文/春夏/汪铎/徐凯骋/黄宏轩,动作/爱情/奇幻,晴明承师父遗命，前往天都参加祭天大典，与博雅不打不相识，从对手成为搭档挚友，两人一同破解离奇案件，揭开一段尘封百年的秘密，拯救苍生。,,, 中国大陆, 汉语普通话,,,,,,,,762.0,1.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2598156441.jpg
1340,黑色假面,2020,,,,剧情/悬疑,,,2020-10-01(中国大陆), 中国大陆, 汉语普通话,,,,,,,,245.0,25.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2437013616.jpg
1341,爆烈之城,2020,宋林国,红孩儿创作组/刘雨畅,李龙君/张倩如,剧情/动作,退役国际刑警专家陆飞，结婚前夕遭遇未婚妻苏曼的不辞而别。路飞在寻找的过程中，从机场监控视频看到苏曼登机飞往东南亚A国，可机场信息显示该女子并不叫苏曼。路飞心中疑窦重重，为追寻真相追踪到东南亚A国首都。陆飞找到苏蔓唯一的哥哥苏盛，向他询问苏蔓的下落。苏盛推脱不知在想要溜走时，却被隐藏在暗处的狙击枪杀害。逃脱的陆飞暗中联系了警局内勤朱丽叶，得知以索里昂为首的国际恐怖组织在A国冒头。苏盛也不是苏蔓的哥哥，而是恐怖组织的一员。与此同时，A国首都开始频发知名人士被杀事件、整座城市笼罩在腥风血雨中，陆飞不仅要解开其中阴谋，也想找回自己的挚爱……,82分钟,2020-03-31(中国大陆), 中国大陆, 汉语普通话,,,,,,,,14.0,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2593066255.jpg
1342,光荣日,2020,,,,剧情,2011年，韩寒作品将有四部电影开拍。其中包括关锦鹏导演的《他的国》，侯咏导演的《长安乱》和《光荣日》。路金波对此明确表示：“《长安乱》和《光荣日》已经进入电影的筹拍阶段。观众最快明年就能看到了。 至于版权费的收入，路金波表示每部都在百八十万。,,, 中国大陆, 汉语普通话,,,,,,,,8.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2093296352.jpg
1343,心之战,2020,高成岗,李成弈,侯岩松/高郡伟/高欣生/齐纪深,剧情/动作/犯罪,本片以百佳刑警原形人物故事为基准，还原度极高的展现了在这和平年代，伤亡率最多最高危的职业中，优秀刑警们无谓牺牲的精神，身负特殊使命和正义化身的真实写照。,88分钟,2020-03-24(中国大陆), 中国大陆, 汉语普通话,,,,,,,,20.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2566889193.jpg
1344,爱的对立面 The Opposite of Love,2020,,Anne Hathaway,Anne Hathaway,,该片改编自Julie Buxbaum的小说处女作，福克斯是在今年6月获得改编权的，之后便交给编剧Kara Holden负责改编。《爱的对立面》说的是一个生活井井有条的女律师由于害怕承担责任，断然拒绝了男友的结婚请求，结果生活开始变得一团糟。海瑟薇将扮演女主角。,,, 美国,,,,,,,,,22.0,2.0,https://img1.doubanio.com/view/subject/l/public/s3279117.jpg
1345,克丽奥佩特拉 Cleopatra,2020,丹尼斯·维伦纽瓦,斯泰茜·希夫/布莱恩·海尔格兰德/大卫·斯卡尔帕,安吉丽娜·朱莉,传记/历史,Cleopatra as a firm ruler and military tactician who embarked on a ruthless rise to power. Cleopatra twice married brothers， killing each of them as well as a sister. Romantic alliances with the much-older Roman honchos Julius Caesar and Marc Antony helped her solidify power， but her dalliance with Antony undid both of them.,,, 美国, 英语,,,,,,,,107.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2526822920.jpg
1346,战·修罗,2020,张嘉豪,王羲之/梁家仁/叮当/吴逸伽/于艺翎,王羲之/梁家仁/叮当/吴逸伽/于艺翎,动作/奇幻/武侠/古装,本片讲述的是骆涟武在追查义父沈千尺之死，却牵扯出纪元坤谋逆的事情。 沈千尺的死都是纪元昆捣的鬼，之后纪元昆又使计栽赃骆涟武，张让雷不得已杀死骆涟武，其实他放过了骆涟武。 皇上装病，公主出宫，都是为了引出朝中的谋反之人，公主出宫时，恰巧救下了骆涟武，骆涟武之后也在杀手的手下救下了公主。 回京后，骆涟武又和张让雷重逢，但被梁卓发现，梁卓和纪元昆给张让雷喂下西域神药。梁卓和张让雷追杀骆涟武，骆涟武痛心将张让雷杀死。 皇上要出宫出巡，纪元昆觉得自己的机会终于来了却露出马脚，不料这一切都在皇上的掌握之中，骆涟武协助皇上成功将乱臣贼子消灭，皇上欲封他为指挥使他拒绝，独自浪迹天涯。,69分钟,2020-01-31(中国大陆), 中国大陆, 汉语普通话,,,,,,,,20.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2584699421.jpg
1347,守望人,2020,靖军/姬鹏,在帝/兰卡初/扎西邓珠/仁青娜姆/德旦/扎西卓玛/措卡卓儿,在帝/兰卡初/扎西邓珠/仁青娜姆/德旦/扎西卓玛/措卡卓儿,剧情,用质朴的民族语言、独特的高原风光、奇特的生活方式，各方位、多视角的讲述了西藏边区一家普通牧民两代人守护家乡的感人故事。细腻表现了夫妻、兄弟、父子、父女之间纯朴的感情，从而将剧中人、景、事有机的融合在一起。,100分钟,2020-01-15(中国大陆), 中国大陆, 藏语 / 汉语普通话,,,,,,,,18.0,2.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2579091890.jpg
1348,奇妙王国之魔法奇缘,2020,陈设,卢瑶/张洋/陈新玥,卢瑶/张洋/陈新玥,动画/冒险,故事发生在一个奇妙的魔法王国之中，安瑟是一个活泼可爱的公主，一天安瑟公主发现母后蕾娜女王被邪恶的魔法诅咒，为了拯救母亲，安瑟踏上寻找魔法宝石之旅，在途中她与好友卡菲遭遇魔兽的攻击，并结识了精灵仙子纳塔西亚和两位守护者风奇和雷奇，也得知了魔法宝石的秘密，小公主安瑟将如何战胜了邪恶女王萨卡拉踏上拯救王国的魔幻冒险之旅。,80分钟,2020-10-01(中国大陆), 中国大陆, 汉语普通话,,,,,,,,96.0,1.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2614907771.jpg
1349,可不可以，你也刚好喜欢我 可不可以，你也剛好喜歡我,2020,简学彬,肆一,陈妤/曹佑宁/林映唯/杨谨华/黄健玮,剧情/爱情,改编自肆一的同名作品，导演简学彬的首部剧情长片。描述暗中喜欢着青梅竹马的筱湘，借由塔罗牌算出了告白的最佳时机，但没想到要告白时，青梅竹马和她的好友却告白！？筱湘的初恋会有结果吗？,,2020-08-21(中国台湾), 中国台湾,,,,,,,,,66.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2581689720.jpg
1350,笔仙大战贞子3结盟,2020,黄河,黄河,王子清,惊悚/恐怖,职场新人柚美无意中捡到一个被遗弃的泥娃娃。柚美觉得泥娃娃跟自己的遭遇非常相似，随之将其带回家中，之后一系列匪夷所思的事情发生了，柚美和家人朋友陷入了恐怖旋涡之中……,130分钟,, 中国大陆, 汉语普通话,,,,,,,,156.0,2.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2581959831.jpg
